,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
15390,0.575,2,0.058,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
15391,0.068,2,0.264,1,0.533,0,0,0,0,1,0.0,0.0,0.551,0,0
15392,0.397,4,0.1,3,0.867,6,1,4,1,1,0.0,0.0,0.347,0,0
15393,0.082,2,0.129,1,0.533,0,7,3,0,0,0.0,0.0,0.398,0,0
15394,0.411,2,0.089,0,0.8,1,1,1,0,0,0.0,0.0,0.449,0,1
15395,0.233,2,0.277,1,0.533,1,10,1,0,0,0.0,0.0,0.296,9,0
15396,0.466,2,0.063,2,0.4,2,6,3,0,0,0.0,0.0,0.398,0,0
15397,0.315,2,0.237,9,0.667,1,5,1,0,0,0.0,0.0,0.5,0,0
15398,0.096,0,0.017,5,0.6,0,0,3,0,0,0.0,0.0,0.112,0,0
15399,0.041,2,0.02,5,0.6,0,7,0,0,0,0.0,0.0,0.724,0,0
15400,0.37,2,0.076,5,0.6,2,6,4,0,0,0.018,0.0,0.5,0,0
15401,0.123,2,0.103,1,0.533,2,10,4,0,0,0.0,0.0,0.398,0,0
15402,0.247,4,0.138,1,0.533,4,0,4,0,1,0.0,0.0,0.378,0,0
15403,0.082,2,0.137,5,0.6,0,8,4,2,0,0.0,0.0,0.398,36,0
15404,0.315,2,0.154,1,0.533,2,10,0,0,0,0.0,0.0,0.5,0,0
15405,0.438,4,0.126,1,0.533,1,11,1,0,0,0.0,0.0,0.398,0,0
15406,0.205,2,0.147,1,0.533,0,8,0,0,0,0.0,0.0,0.449,0,0
15407,0.151,2,0.259,9,0.667,2,3,4,0,1,0.0,0.0,0.398,0,0
15408,0.466,2,0.221,3,0.867,1,1,1,0,0,0.15,0.0,0.602,0,1
15409,0.616,2,0.134,9,0.667,1,1,1,0,0,0.0,0.0,0.5,0,1
15410,0.192,2,0.294,5,0.6,1,8,1,0,0,0.0,0.0,0.398,4,0
15411,0.411,4,0.23,6,0.733,1,11,1,0,0,0.0,0.0,0.398,0,1
15412,0.26,2,0.19,9,0.667,0,9,0,0,1,0.0,0.0,0.02,0,0
15413,0.37,0,0.028,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
15415,0.397,2,0.282,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
15416,0.205,2,0.077,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
15417,0.466,1,0.084,6,0.733,2,6,4,1,1,0.0,0.0,0.296,0,0
15418,0.425,2,0.063,0,0.8,1,1,1,0,0,0.0,0.0,0.449,0,1
15419,0.151,2,0.086,0,0.8,0,8,4,1,1,0.0,0.0,0.398,0,0
15420,0.548,5,0.063,5,0.6,1,9,1,0,0,0.0,0.0,0.602,0,1
15421,0.219,2,0.118,9,0.667,1,5,1,0,0,0.0,0.0,0.398,0,0
15422,0.342,2,0.229,1,0.533,4,8,0,0,0,0.0,0.0,0.143,0,0
15423,0.0,2,0.088,12,0.333,0,4,3,0,0,0.0,0.0,0.398,0,0
15425,0.192,5,0.069,0,0.8,1,1,1,0,0,0.0,0.0,0.551,0,1
15427,0.247,2,0.091,5,0.6,0,8,0,0,0,0.0,0.453,0.398,0,0
15428,0.041,2,0.298,1,0.533,0,2,3,0,0,0.0,0.0,0.398,0,0
15429,0.26,2,0.093,1,0.533,1,1,2,0,1,0.0,0.0,0.398,0,0
15430,0.096,2,0.135,5,0.6,0,5,0,0,1,0.0,0.0,0.235,0,0
15431,0.219,2,0.186,5,0.6,1,6,1,1,0,0.0,0.0,0.5,0,1
15432,0.26,2,0.104,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,0
15433,0.192,2,0.008,0,0.8,2,1,4,0,1,0.0,0.0,0.398,0,0
15434,0.164,2,0.185,6,0.733,2,5,4,0,1,0.034,0.0,0.398,0,0
15435,0.411,2,0.101,0,0.8,1,5,1,0,0,0.0,0.0,0.602,0,1
15436,0.178,2,0.118,8,1.0,1,3,1,0,0,0.052,0.0,0.755,0,1
15437,0.233,2,0.047,1,0.533,1,7,1,0,0,0.0,0.0,0.5,0,0
15438,0.082,2,0.074,1,0.533,0,8,5,0,1,0.0,0.0,0.398,0,0
15439,0.219,2,0.071,9,0.667,2,0,0,0,0,0.0,0.0,0.398,0,0
15440,0.575,2,0.156,12,0.333,2,8,0,0,1,0.0,0.0,0.398,0,0
15441,0.685,1,0.173,0,0.8,2,3,0,0,0,0.0,0.0,0.398,0,0
15442,0.123,2,0.239,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
15443,0.137,2,0.103,1,0.533,1,8,1,2,0,0.029,0.0,0.398,17,0
15445,0.096,2,0.184,0,0.8,0,0,3,0,0,0.0,0.0,0.388,0,0
15446,0.37,3,0.131,9,0.667,2,9,0,0,0,0.0,0.0,0.398,0,0
15447,0.192,2,0.068,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
15448,0.151,2,0.214,10,0.933,1,3,1,0,0,0.0,0.0,0.602,0,0
15449,0.027,2,0.048,1,0.533,0,4,3,0,1,0.0,0.0,0.194,0,0
15450,0.192,1,0.212,0,0.8,1,1,2,0,1,0.0,0.437,0.398,0,1
15451,0.041,2,0.08,1,0.533,0,0,0,0,1,0.0,0.0,0.398,0,0
15452,0.644,2,0.072,1,0.533,2,4,0,0,1,0.0,0.0,0.143,0,0
15453,0.411,0,0.059,1,0.533,1,0,2,0,1,0.0,0.0,0.398,0,1
15454,0.26,2,0.101,5,0.6,0,0,0,0,1,0.0,0.0,0.347,0,0
15455,0.425,2,0.115,1,0.533,1,10,1,0,0,0.0,0.0,0.439,0,1
15456,0.027,1,0.123,5,0.6,0,4,3,0,1,0.0,0.0,0.398,4,0
15457,0.068,2,0.087,1,0.533,0,5,3,1,1,0.0,0.0,0.347,0,0
15458,0.534,2,0.226,4,0.267,2,0,0,0,0,0.0,0.0,0.398,0,0
15459,0.068,2,0.111,5,0.6,0,0,0,0,0,0.0,0.0,0.5,0,0
15460,0.274,2,0.155,0,0.8,1,3,1,0,0,0.0,0.0,1.0,0,1
15461,0.548,4,0.079,0,0.8,6,3,0,0,1,0.0,0.0,0.347,0,0
15462,0.288,2,0.105,6,0.733,1,5,1,0,0,0.0,0.0,0.5,0,1
15463,0.233,2,0.237,1,0.533,0,8,4,1,1,0.0,0.0,0.398,0,0
15465,0.288,3,0.023,5,0.6,2,1,0,0,1,0.0,0.0,0.398,0,0
15466,0.178,5,0.109,5,0.6,1,1,1,2,0,0.0,0.437,0.398,27,1
15467,0.205,2,0.132,0,0.8,0,3,0,0,0,0.0,0.0,0.449,0,1
15468,0.164,2,0.016,14,0.467,3,4,0,1,1,0.0,0.0,0.398,0,0
15469,0.534,2,0.013,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
15470,0.342,2,0.11,9,0.667,1,1,2,0,1,0.073,0.0,0.347,0,1
15472,0.74,4,0.146,1,0.533,6,1,5,0,1,0.0,0.0,0.327,0,0
15473,0.041,2,0.068,2,0.4,0,6,3,0,0,0.0,0.0,0.398,0,0
15474,0.11,2,0.217,1,0.533,0,8,3,0,0,0.0,0.0,0.357,0,0
15477,0.603,2,0.069,5,0.6,1,3,1,0,0,0.0,0.0,0.5,0,1
15478,0.096,0,0.081,0,0.8,1,1,2,0,1,0.0,0.0,0.398,0,0
15479,0.466,2,0.053,4,0.267,0,4,4,1,1,0.0,0.0,0.398,0,0
15480,0.137,2,0.062,1,0.533,0,0,0,0,0,0.0,0.0,0.398,0,0
15481,0.329,2,0.23,5,0.6,1,1,2,0,1,0.0,0.437,0.398,0,1
15482,0.192,2,0.13,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
15483,0.301,2,0.159,1,0.533,2,13,4,1,1,0.0,0.0,0.153,0,0
15485,0.466,1,0.061,10,0.933,1,3,1,0,0,0.0,0.0,0.398,0,0
15486,0.479,2,0.112,1,0.533,0,1,4,0,1,0.0,0.0,0.398,0,0
15487,0.438,2,0.028,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,1
15488,0.356,2,0.028,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
15489,0.384,2,0.149,0,0.8,1,1,1,0,0,0.0,0.454,0.602,0,1
15490,0.438,2,0.207,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
15491,0.027,2,0.124,1,0.533,0,4,0,0,1,0.0,0.0,0.398,0,0
15492,0.37,1,0.017,1,0.533,1,7,1,0,0,0.0,0.0,0.398,0,0
15493,0.685,5,0.046,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
15494,0.562,2,0.108,10,0.933,1,3,1,0,0,0.0,0.0,0.449,0,1
15495,0.26,2,0.109,0,0.8,1,3,1,0,0,0.077,0.0,0.398,0,1
15496,0.685,2,0.144,1,0.533,6,0,0,0,1,0.158,0.0,0.153,9,1
15497,0.603,2,0.278,8,1.0,1,3,1,0,0,0.0,0.0,0.398,0,1
15498,0.521,4,0.051,7,0.2,0,4,4,1,1,0.0,0.0,0.398,0,0
15500,0.247,3,0.017,1,0.533,0,0,0,0,0,0.0,0.0,0.398,0,0
15501,0.247,2,0.222,12,0.333,0,4,4,1,1,0.0,0.0,0.378,0,0
15502,0.041,0,0.012,5,0.6,0,0,3,0,1,0.0,0.0,0.092,0,0
15503,0.466,2,0.096,1,0.533,1,0,2,1,1,0.0,0.0,0.398,0,0
15504,0.082,2,0.153,0,0.8,0,3,3,0,0,0.0,0.0,0.398,0,0
15505,0.301,2,0.144,1,0.533,1,7,1,0,0,0.0,0.0,0.235,0,0
15506,0.26,2,0.187,5,0.6,2,4,4,0,1,0.0,0.0,0.398,0,0
15507,0.411,2,0.222,1,0.533,1,5,1,0,0,0.0,0.0,0.449,0,1
15508,0.137,2,0.112,0,0.8,0,5,0,0,0,0.0,0.0,0.806,0,1
15509,0.164,2,0.377,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15510,0.055,0,0.079,5,0.6,0,11,0,0,0,0.0,0.0,0.398,0,0
15511,0.014,2,0.295,5,0.6,0,0,0,0,1,0.0,0.0,0.194,0,0
15512,0.096,2,0.204,5,0.6,0,1,3,0,0,0.0,0.0,0.194,0,0
15513,0.301,3,0.251,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
15514,0.466,0,0.047,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,0
15515,0.411,2,0.092,0,0.8,1,9,1,0,0,0.15,0.0,0.398,0,1
15516,0.616,2,0.133,5,0.6,2,0,4,0,1,0.0,0.0,0.296,0,0
15517,0.438,2,0.033,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
15518,0.041,2,0.146,2,0.4,1,4,1,0,0,0.0,0.0,0.398,0,0
15519,0.096,2,0.213,5,0.6,0,5,0,0,0,0.0,0.0,0.398,0,0
15520,0.11,2,0.128,1,0.533,0,1,3,0,1,0.0,0.0,0.398,0,0
15521,0.507,1,0.202,0,0.8,1,5,1,0,0,0.0,0.0,0.398,0,0
15522,0.11,2,0.297,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
15524,0.356,2,0.087,5,0.6,2,5,4,0,1,0.0,0.0,0.551,0,1
15525,0.123,2,0.047,0,0.8,0,1,0,0,0,0.0,0.431,0.378,0,0
15526,0.096,2,0.122,1,0.533,1,2,1,0,0,0.0,0.0,0.398,0,0
15527,0.014,2,0.027,2,0.4,0,4,3,3,0,0.0,0.0,0.194,0,0
15529,0.384,1,0.193,1,0.533,1,1,1,0,0,0.0,0.0,0.245,0,0
15530,0.123,2,0.083,0,0.8,0,5,0,0,0,0.0,0.0,0.398,0,0
15531,0.411,2,0.171,5,0.6,0,4,3,0,0,0.0,0.0,0.398,0,0
15533,0.055,6,0.149,1,0.533,0,10,3,1,0,0.0,0.0,0.398,0,0
15534,0.164,2,0.105,1,0.533,2,4,4,0,1,0.0,0.0,1.0,0,0
15535,0.699,2,0.064,5,0.6,1,3,1,0,0,0.0,0.0,0.143,0,0
15536,0.055,2,0.079,5,0.6,0,1,0,1,0,0.0,0.0,0.48,4,0
15537,0.151,5,0.068,5,0.6,0,1,0,0,0,0.0,0.0,0.296,0,0
15538,0.397,2,0.128,1,0.533,1,1,2,0,1,0.0,0.0,0.398,0,1
15539,0.247,2,0.14,1,0.533,4,6,4,1,1,0.0,0.0,0.48,0,0
15540,0.452,1,0.122,12,0.333,0,10,0,0,0,0.0,0.0,0.245,0,0
15541,0.425,5,0.153,5,0.6,2,1,0,0,0,0.0,0.0,0.398,0,0
15543,0.575,2,0.095,0,0.8,1,10,1,0,0,0.15,0.0,0.5,0,1
15544,0.082,2,0.101,5,0.6,0,1,3,1,0,0.0,0.0,0.398,0,0
15545,0.493,2,0.167,1,0.533,6,5,0,0,1,0.0,0.0,0.296,0,0
15546,0.452,5,0.154,3,0.867,1,5,1,0,0,0.0,0.0,0.398,0,1
15548,0.493,2,0.143,14,0.467,3,2,0,4,0,0.0,0.0,0.561,21,0
15549,0.479,2,0.11,1,0.533,1,8,1,1,0,0.0,0.0,0.48,0,0
15550,0.288,2,0.118,0,0.8,1,3,1,0,0,0.0,0.0,0.5,0,0
15551,0.356,2,0.301,3,0.867,1,1,1,0,0,0.0,0.0,0.5,0,1
15552,0.247,2,0.058,0,0.8,1,4,2,0,1,0.0,0.0,0.316,0,0
15553,0.329,2,0.104,10,0.933,1,1,1,0,0,0.0,0.0,0.5,0,1
15554,0.068,2,0.296,5,0.6,0,5,3,0,0,0.0,0.0,0.398,0,0
15555,0.301,2,0.105,1,0.533,1,4,1,0,0,0.0,0.0,0.602,0,1
15556,0.384,2,0.12,3,0.867,1,5,1,0,0,0.0,0.0,0.398,0,1
15557,0.192,2,0.262,4,0.267,1,7,2,0,1,0.0,0.0,0.418,0,0
15558,0.315,2,0.061,0,0.8,1,3,1,0,0,0.0,0.433,0.398,0,1
15559,0.411,1,0.094,11,0.133,1,6,1,0,0,0.0,0.0,0.194,0,0
15560,0.493,2,0.173,1,0.533,1,10,1,1,0,0.0,0.0,0.398,2,0
15561,0.493,5,0.092,0,0.8,1,5,1,0,0,0.0,0.0,0.602,0,1
15562,0.219,4,0.182,0,0.8,0,9,0,1,0,0.0,0.359,0.52,0,1
15563,0.096,2,0.144,0,0.8,0,0,3,0,1,0.0,0.0,0.194,0,0
15564,0.233,2,0.127,5,0.6,0,4,0,0,1,0.0,0.0,0.398,0,0
15565,0.397,5,0.107,1,0.533,1,5,1,0,0,0.0,0.0,0.5,0,1
15566,0.164,3,0.144,5,0.6,1,11,1,0,0,0.0,0.0,0.602,0,0
15567,0.603,0,0.099,2,0.4,6,4,4,0,1,0.0,0.0,0.316,0,1
15568,0.192,2,0.069,1,0.533,1,7,1,0,0,0.0,0.0,0.398,0,0
15569,0.164,2,0.853,1,0.533,3,9,3,1,0,0.0,0.0,0.398,0,0
15570,0.342,2,0.124,1,0.533,4,10,4,0,0,0.0,0.0,0.398,0,0
15571,0.452,3,0.117,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,0
15572,0.233,2,0.114,1,0.533,2,0,0,0,1,0.0,0.0,0.398,0,0
15573,0.301,2,0.111,7,0.2,1,6,1,0,0,0.0,0.0,0.398,0,0
15574,0.781,2,0.053,15,0.067,1,6,1,1,0,0.0,0.0,0.194,0,0
15575,0.315,2,0.148,5,0.6,1,5,1,0,0,0.0,0.0,0.398,0,0
15576,0.795,1,0.201,10,0.933,1,3,1,0,0,0.0,0.499,0.5,0,1
15577,0.315,4,0.033,0,0.8,1,3,2,0,1,0.0,0.0,0.398,0,1
15578,0.26,2,0.011,2,0.4,1,10,1,0,0,0.0,0.0,0.398,0,0
15581,0.151,2,0.121,0,0.8,1,1,2,0,1,0.0,0.0,0.398,0,1
15582,0.027,2,0.034,5,0.6,0,0,0,0,1,0.0,0.0,0.173,0,0
15583,0.26,2,0.185,6,0.733,4,4,4,1,1,0.0,0.0,0.316,0,0
15585,0.452,3,0.194,5,0.6,2,0,4,0,1,0.0,0.202,0.398,0,0
15586,0.411,2,0.101,6,0.733,1,3,2,1,1,0.15,0.0,0.398,0,1
15587,0.425,2,0.13,1,0.533,0,9,4,1,1,0.0,0.0,0.327,2,0
15588,0.589,5,0.107,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,0
15589,0.178,2,0.192,3,0.867,0,3,0,1,0,0.0,0.0,0.296,0,0
15590,0.205,2,0.061,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
15591,0.384,4,0.099,3,0.867,1,3,2,0,1,0.0,0.454,0.347,0,1
15592,0.466,2,0.056,5,0.6,1,9,1,0,0,0.0,0.0,0.398,0,1
15593,0.493,2,0.128,4,0.267,3,8,4,1,0,0.0,0.0,0.755,19,0
15595,0.425,1,0.249,3,0.867,1,1,1,0,0,0.0,0.0,0.398,4,1
15597,0.205,2,0.191,6,0.733,2,8,0,0,1,0.0,0.0,0.5,0,0
15599,0.192,2,0.15,1,0.533,2,1,4,1,1,0.0,0.0,0.398,0,0
15600,0.562,1,0.096,0,0.8,2,4,0,0,1,0.0,0.0,0.194,0,0
15601,0.205,2,0.076,6,0.733,1,1,1,0,0,0.0,0.0,0.602,0,1
15602,0.205,2,0.097,0,0.8,0,3,0,0,0,0.0,0.0,0.398,0,0
15603,0.315,2,0.07,0,0.8,2,5,3,0,0,0.0,0.0,0.806,0,0
15604,0.452,2,0.076,0,0.8,1,1,1,0,0,1.0,0.0,0.551,0,1
15605,0.288,1,0.069,12,0.333,4,8,0,0,0,0.0,0.0,0.398,0,0
15606,0.178,2,0.164,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
15607,0.055,2,0.124,1,0.533,0,0,4,0,1,0.0,0.0,0.398,0,0
15608,0.151,2,0.12,0,0.8,0,3,3,0,1,0.0,0.359,0.398,0,1
15610,0.205,2,0.129,6,0.733,2,3,4,0,1,0.0,0.202,0.357,0,0
15611,0.11,2,0.21,1,0.533,0,5,0,0,0,0.0,0.0,0.449,0,0
15612,0.575,2,0.158,5,0.6,1,9,1,0,0,0.0,0.0,0.398,0,1
15614,0.438,2,0.085,5,0.6,0,10,3,0,0,0.0,0.0,0.398,0,0
15615,0.26,2,0.119,0,0.8,0,1,0,0,0,0.0,0.0,0.398,0,0
15617,0.397,2,0.055,5,0.6,2,13,4,0,1,0.0,0.0,0.296,0,0
15618,0.274,4,0.171,10,0.933,1,3,1,0,0,0.0,0.0,0.602,0,1
15619,0.425,2,0.115,0,0.8,1,5,1,1,0,0.0,0.0,0.398,0,1
15620,0.356,2,0.14,5,0.6,1,4,1,0,0,0.0,0.384,0.439,0,0
15621,0.329,2,0.132,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
15622,0.507,2,0.01,1,0.533,1,5,1,0,0,0.035,0.0,0.398,0,0
15623,0.26,2,0.149,5,0.6,2,1,0,0,1,0.0,0.0,0.031,0,0
15624,0.164,2,0.007,0,0.8,2,4,4,4,1,0.0,0.0,0.398,0,0
15625,0.671,4,0.015,1,0.533,1,10,1,0,0,0.0,0.52,0.398,0,0
15626,0.575,2,0.105,10,0.933,0,3,0,0,0,0.0,0.0,0.5,0,0
15627,0.616,2,0.104,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
15628,0.164,2,0.175,12,0.333,0,10,0,0,0,0.0,0.0,0.398,4,0
15629,0.151,2,0.121,0,0.8,1,5,1,0,0,0.0,0.0,0.449,0,1
15630,0.137,2,0.012,0,0.8,1,8,1,0,0,0.0,0.433,0.602,0,1
15631,0.342,0,0.047,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
15632,0.589,2,0.018,9,0.667,1,10,1,0,0,0.0,0.0,0.459,0,1
15633,0.562,2,0.069,3,0.867,1,3,1,0,0,0.0,0.0,0.5,0,1
15634,0.137,2,0.081,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
15635,0.384,2,0.14,1,0.533,6,10,0,0,1,0.0,0.0,0.398,0,0
15636,0.452,2,0.108,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
15637,0.356,2,0.097,5,0.6,1,10,1,1,0,0.0,0.0,0.398,0,0
15638,0.301,2,0.139,10,0.933,2,1,0,0,0,0.0,0.0,0.5,0,0
15639,0.055,2,0.199,5,0.6,0,0,3,0,0,0.0,0.0,0.194,0,0
15640,0.096,2,0.124,1,0.533,1,2,1,1,0,0.0,0.0,0.704,0,0
15641,0.575,1,0.041,10,0.933,1,7,1,0,0,0.0,0.0,0.296,0,0
15642,0.26,2,0.116,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,1
15644,0.247,2,0.208,3,0.867,1,1,1,2,0,0.0,0.0,0.653,37,1
15645,0.219,2,0.108,5,0.6,2,2,3,0,0,0.0,0.0,0.398,0,0
15646,0.178,2,0.08,1,0.533,0,10,0,1,1,0.0,0.0,0.449,0,0
15647,0.315,2,0.075,9,0.667,2,10,4,0,0,0.0,0.0,0.5,0,1
15648,0.123,1,0.054,5,0.6,1,5,1,0,0,0.0,0.0,0.551,0,0
15649,0.274,3,0.108,9,0.667,4,0,0,1,0,0.0,0.0,0.398,0,0
15650,0.699,1,0.126,5,0.6,2,6,0,0,1,0.0,0.0,0.194,0,0
15651,0.384,2,0.009,0,0.8,1,10,1,0,0,0.0,0.0,0.724,0,1
15652,0.534,2,0.144,1,0.533,1,3,1,0,0,0.0,0.0,0.398,0,0
15653,0.26,2,0.093,1,0.533,0,0,3,0,1,0.0,0.0,0.398,0,0
15654,0.452,2,0.134,0,0.8,1,1,1,0,0,0.073,0.0,0.5,0,1
15655,0.288,2,0.132,9,0.667,1,5,1,0,0,0.0,0.0,0.398,0,0
15656,0.164,2,0.03,0,0.8,1,5,1,0,0,0.0,0.0,0.408,0,0
15657,0.151,2,0.14,1,0.533,0,4,4,0,1,0.0,0.0,0.276,0,0
15658,0.301,3,0.079,5,0.6,1,0,1,0,0,0.0,0.0,0.5,0,0
15659,0.123,4,0.01,0,0.8,0,11,0,0,0,0.0,0.0,0.398,0,0
15660,0.479,5,0.273,5,0.6,2,1,0,0,0,0.0,0.0,0.653,0,1
15661,0.479,2,0.121,0,0.8,2,7,0,0,0,0.0,0.0,0.398,0,0
15662,0.918,2,0.081,1,0.533,6,4,0,0,1,0.0,0.0,0.122,0,0
15663,0.219,3,0.084,5,0.6,0,4,0,0,1,0.0,0.0,0.092,0,0
15664,0.397,3,0.06,10,0.933,1,3,1,0,0,0.15,0.0,0.5,0,1
15665,0.178,2,0.102,1,0.533,0,5,0,0,1,0.0,0.0,0.347,0,0
15666,0.288,2,0.018,0,0.8,1,3,1,0,0,0.0,0.0,0.398,7,1
15667,0.671,2,0.087,1,0.533,6,13,0,0,1,0.0,0.0,0.071,0,0
15668,0.616,3,0.166,3,0.867,1,0,1,0,0,0.0,0.0,0.398,25,1
15669,0.192,2,0.309,0,0.8,1,1,1,1,0,0.0,0.433,0.398,0,1
15670,0.192,2,0.089,0,0.8,1,10,1,0,0,0.0,0.0,0.398,0,1
15671,0.301,2,0.148,1,0.533,1,8,1,0,0,0.028,0.0,0.398,0,0
15673,0.137,2,0.155,0,0.8,0,9,3,0,1,0.0,0.0,0.398,0,0
15675,0.288,2,0.083,5,0.6,2,0,3,0,1,0.0,0.0,0.398,0,0
15676,0.11,2,0.172,1,0.533,0,2,5,0,0,0.0,0.0,0.398,0,0
15677,0.425,2,0.08,1,0.533,1,1,2,0,1,0.0,0.0,0.398,0,0
15679,0.384,4,0.119,3,0.867,1,3,1,0,0,0.0,0.0,0.5,0,1
15680,0.068,2,0.127,5,0.6,0,5,3,0,0,0.0,0.0,0.398,0,0
15681,0.452,2,0.075,1,0.533,1,10,1,0,0,0.0,0.0,0.398,12,0
15682,0.055,2,0.025,1,0.533,0,7,0,0,0,0.0,0.0,0.398,0,0
15683,0.37,4,0.06,5,0.6,2,0,4,0,1,0.0,0.0,0.398,0,0
15684,0.589,1,0.04,1,0.533,4,4,0,1,0,0.0,0.431,0.5,0,0
15686,0.466,2,0.111,1,0.533,1,8,1,0,0,0.0,0.0,0.48,0,0
15687,0.178,2,0.224,1,0.533,3,10,5,0,0,0.0,0.0,0.398,0,0
15688,0.397,1,0.241,6,0.733,2,10,0,0,0,0.0,0.0,0.398,0,0
15689,0.356,2,0.009,9,0.667,1,1,1,0,0,0.0,0.0,0.449,0,1
15690,0.548,2,0.098,1,0.533,0,4,0,1,0,0.0,0.0,0.48,0,0
15691,0.425,2,0.065,3,0.867,1,3,1,0,0,0.0,0.437,0.398,0,1
15693,0.699,1,0.124,1,0.533,1,7,1,0,0,0.024,0.0,0.398,0,0
15694,0.219,2,0.115,5,0.6,0,4,0,0,0,0.0,0.0,0.235,0,0
15695,0.068,6,0.196,1,0.533,0,2,3,0,0,0.044,0.0,0.398,0,0
15697,0.151,2,0.138,1,0.533,0,8,0,0,0,0.0,0.0,0.5,0,0
15698,0.205,2,0.012,3,0.867,1,3,1,2,0,0.0,0.0,0.398,3,0
15699,0.534,2,0.015,1,0.533,2,10,0,0,0,0.0,0.0,0.418,0,0
15700,0.26,2,0.242,1,0.533,1,4,1,0,0,0.0,0.0,0.5,0,0
15701,0.233,2,0.126,5,0.6,1,1,1,0,0,0.0,0.0,0.551,0,0
15702,0.014,2,0.089,1,0.533,0,5,0,0,1,0.0,0.395,0.398,0,0
15703,0.301,2,0.251,12,0.333,6,8,0,1,0,0.0,0.365,0.398,0,0
15704,0.11,2,0.164,0,0.8,0,1,0,0,1,0.0,0.0,0.398,0,0
15705,0.137,1,0.039,5,0.6,0,10,0,0,0,0.0,0.0,0.347,0,0
15706,0.534,1,0.025,3,0.867,2,5,0,0,0,0.0,0.431,0.602,0,0
15707,0.219,1,0.142,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15708,0.438,5,0.055,8,1.0,1,3,1,1,0,0.0,0.0,0.602,0,1
15709,0.37,1,0.061,1,0.533,1,1,1,0,0,0.0,0.0,0.847,0,0
15710,0.178,1,0.301,2,0.4,0,10,0,0,0,0.0,0.0,0.449,0,1
15711,0.137,2,0.104,1,0.533,2,10,0,0,0,0.0,0.0,0.5,0,0
15712,0.11,2,0.126,0,0.8,0,0,0,0,0,0.0,0.0,0.398,0,1
15713,0.178,5,0.189,0,0.8,0,1,0,0,0,0.0,0.0,0.398,0,0
15714,0.288,2,0.058,6,0.733,1,4,1,0,0,0.0,0.0,0.398,22,0
15715,0.288,2,0.465,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15716,0.397,2,0.096,5,0.6,2,5,4,0,1,0.0,0.0,0.398,0,0
15717,0.274,2,0.264,1,0.533,6,8,4,0,1,0.0,0.0,0.194,0,0
15718,0.616,2,0.101,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
15719,0.521,1,0.175,1,0.533,1,4,1,0,0,0.0,0.0,0.398,0,0
15720,0.411,1,0.082,1,0.533,3,10,0,0,0,0.0,0.0,0.398,0,0
15721,0.384,2,0.05,1,0.533,1,3,2,0,1,0.0,0.0,0.133,0,0
15722,0.452,2,0.16,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15723,0.26,2,0.079,1,0.533,2,8,4,0,0,0.0,0.0,0.398,0,0
15724,0.384,2,0.112,1,0.533,0,5,0,0,1,0.0,0.0,0.194,0,0
15725,0.082,2,0.026,1,0.533,0,6,0,0,0,0.0,0.0,0.378,0,0
15726,0.274,2,0.076,6,0.733,1,1,1,0,0,0.077,0.0,0.5,0,1
15727,0.288,0,0.062,8,1.0,1,3,1,0,0,0.0,0.0,0.551,0,1
15728,0.137,2,0.411,5,0.6,0,2,3,1,0,0.0,0.0,0.398,0,0
15729,0.164,2,0.074,0,0.8,1,5,2,0,1,0.0,0.0,0.5,0,0
